molecule_chembl_id,canonical_smiles,standard_value,pIC50
CHEMBL404271,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,763500.0,3.11719095860756
CHEMBL404271,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,750000.0,3.1249387366083
CHEMBL5271893,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)NCc2ccc(C)cc2)nn1,5400.0,5.267606240177032
CHEMBL5277262,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)NCc2ccccc2)nn1,11600.0,4.935542010773082
CHEMBL5281806,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc([N+](=O)[O-])cc2)nn1,6000.0,5.221848749616356
CHEMBL5266791,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc(Br)cc2)nn1,140200.0,3.85325198636936
CHEMBL5282594,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc(Cl)cc2)nn1,6700.0,5.173925197299174
CHEMBL5268812,COc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3OC)nn2)cc1,5000.0,5.301029995663981
CHEMBL5277625,CCc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3OC)nn2)cc1,7200.0,5.142667503568732
CHEMBL5287920,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc(C)cc2C)nn1,10600.0,4.97469413473523
CHEMBL5287798,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc(C)cc2)nn1,13000.0,4.886056647693163
CHEMBL5275387,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccccc2)nn1,11700.0,4.931814138253839
CHEMBL5268702,Cc1ccc(CNC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)cc1,8300.0,5.080921907623926
CHEMBL5286942,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)NCc1ccccc1,12000.0,4.920818753952375
CHEMBL5279383,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)Nc1ccc([N+](=O)[O-])cc1,12000.0,4.920818753952375
CHEMBL5283167,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)Nc1ccc(Br)cc1,8000.0,5.096910013008056
CHEMBL5280846,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)Nc1ccc(Cl)cc1,15300.0,4.815308569182401
CHEMBL5277603,COc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)cc1,42600.0,4.370590400897281
CHEMBL5287039,CCc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)cc1,14700.0,4.8326826652518236
CHEMBL5279273,Cc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)c(C)c1,4800.0,5.318758762624412
CHEMBL5271794,Cc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)cc1,95600.0,4.0195421077238995
CHEMBL5278958,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)Nc1ccccc1,16600.0,4.779891911959945
CHEMBL5270724,COc1ccc(-c2ncc(NC(=O)Cn3cc(COc4ccc(-c5nc6ccccc6[nH]5)cc4)nn3)s2)cc1,6310.0,5.199970640755866
CHEMBL5277400,CCc1ccc(NC(=O)Cn2cc(COc3ccc(-c4nc5ccccc5[nH]4)cc3)nn2)cc1,25200.0,4.598599459218456
CHEMBL404271,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,26100.0,4.583359492661719
CHEMBL4128298,O=C(Cn1c(Cc2ccc(Br)cc2)nc2ccccc2c1=O)NNC(=O)c1cc2ccccc2oc1=O,7300.0,5.136677139879544
CHEMBL30707,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,6000.0,5.221848749616356
CHEMBL5279690,COc1ccc2c(c1)OC[C@H]1c3ccc(OC)c(O)c3O[C@@H]21,128100.0,3.8924508702553138
CHEMBL5269655,COc1ccc2c(c1OC)O[C@H]1c3ccc(O)cc3OC[C@@H]21,174200.0,3.758951849328356
CHEMBL5290636,CC1(C)C=Cc2c(ccc3c2OC2c4ccc(O)cc4OCC32)O1,6000.0,5.221848749616356
CHEMBL3264731,O=c1oc2ccc(Cl)cc2c(O)c1C(c1cccc([N+](=O)[O-])c1)c1c(O)c2cc(Cl)ccc2oc1=O,27070.0,4.567511744229494
CHEMBL3264730,O=c1oc2ccc(Cl)cc2c(O)c1C(c1ccc(Cl)cc1Cl)c1c(O)c2cc(Cl)ccc2oc1=O,16540.0,4.781464494783472
CHEMBL404271,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,906000.0,3.042871802323187
CHEMBL3264720,COc1cc(C(c2c(O)c3cc(C)ccc3oc2=O)c2c(O)c3cc(C)ccc3oc2=O)cc(OC)c1OC,385990.0,3.4134239466263687
CHEMBL3264733,CCOc1cc(C(c2c(O)c3cc(C)ccc3oc2=O)c2c(O)c3cc(C)ccc3oc2=O)ccc1O,221060.0,3.655489834313468
CHEMBL3264735,COc1ccc(C(c2c(O)c3cc(C)ccc3oc2=O)c2c(O)c3cc(C)ccc3oc2=O)cc1,106630.0,3.9721205907927923
CHEMBL3264726,COc1ccc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)cc1O,113050.0,3.9467294333186214
CHEMBL3264725,O=c1oc2ccc(Cl)cc2c(O)c1C(c1cccc(O)c1)c1c(O)c2cc(Cl)ccc2oc1=O,84060.0,4.075410614330582
CHEMBL3264724,COc1cc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)ccc1O,83640.0,4.077585975854365
CHEMBL3264727,CCOc1cc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)ccc1O,57140.0,4.243059763953275
CHEMBL3264728,COc1cc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)cc(OC)c1OC,128140.0,3.892315280344158
CHEMBL3264729,COc1ccc(C(c2c(O)c3cc(Cl)ccc3oc2=O)c2c(O)c3cc(Cl)ccc3oc2=O)cc1OC,91360.0,4.039243909098227
CHEMBL5559448,NS(=O)(=O)c1ccc(/N=C2\NC(=O)/C(=C\c3ccccc3)S2)cc1,691.0,6.1605219526258015
CHEMBL5512544,COc1ccc(/C=C2/S/C(=N/c3ccc(S(N)(=O)=O)cc3)NC2=O)cc1,475.0,6.323306390375134
CHEMBL5532288,NS(=O)(=O)c1ccc(/N=C2\NC(=O)/C(=C\c3ccc(Cl)cc3)S2)cc1,1646.0,5.783570169123749
CHEMBL5555209,NS(=O)(=O)c1ccc(/N=C2\NC(=O)/C(=C\c3ccc(F)cc3)S2)cc1,440.0,6.356547323513812
CHEMBL5556832,CN1C(=O)/C(=C\c2ccccc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,346.0,6.460923901207224
CHEMBL5517809,COc1ccc(/C=C2/S/C(=N/c3ccc(S(N)(=O)=O)cc3)N(C)C2=O)cc1,3346.0,5.475474063373624
CHEMBL5555959,CN1C(=O)/C(=C\c2ccc(Cl)cc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,1387.0,5.857923538926715
CHEMBL5558583,CN1C(=O)/C(=C\c2ccc(F)cc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,860.0,6.0655015487564325
CHEMBL5549876,CCN1C(=O)/C(=C\c2ccccc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,2025.0,5.693574972449313
CHEMBL5527910,CCN1C(=O)/C(=C\c2ccc(OC)cc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,1085.0,5.964570261815451
CHEMBL5505787,CCN1C(=O)/C(=C\c2ccc(Cl)cc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,447.0,6.349692476868063
CHEMBL5556926,CCN1C(=O)/C(=C\c2ccc(F)cc2)S/C1=N/c1ccc(S(N)(=O)=O)cc1,1276.0,5.8941493256148565
CHEMBL5523415,NS(=O)(=O)c1ccc(/N=C2\NC(=O)/C(=C3\C(=O)Nc4ccccc43)S2)cc1,1833.0,5.736837535037783
CHEMBL5555863,CN1C(=O)/C(=C2\C(=O)Nc3ccccc32)S/C1=N/c1ccc(S(N)(=O)=O)cc1,599.0,6.2225731776106885
CHEMBL5555903,CCN1C(=O)/C(=C2\C(=O)Nc3ccccc32)S/C1=N/c1ccc(S(N)(=O)=O)cc1,978.0,6.009661145212399
CHEMBL404271,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,421.0,6.375717904164332
